event_type,src_ip_type,dst_port,protocol,alert_severity,alert_signature,failed_attempts,session_duration,bytes_sent,is_cloud_asset,label
firewall,internal,443,tcp,medium,normal,2,64,1877,0,0
firewall,external,8080,tcp,medium,normal,2,234,17577,0,0
firewall,external,21,tcp,low,normal,1,478,1175,0,1
firewall,internal,53,udp,high,normal,2,68,7522,1,1
cloud,internal,80,udp,medium,malware,0,90,9636,0,1
auth,internal,443,tcp,medium,bruteforce,23,106,13865,1,1
ids,internal,22,tcp,high,bruteforce,25,135,1573,0,1
firewall,internal,443,tcp,low,normal,1,1022,10203,0,0
auth,internal,5432,tcp,medium,normal,2,73,515,0,0
auth,external,3389,tcp,medium,normal,4,211,15080,1,0
firewall,internal,3306,udp,high,malware,3,82,34464,0,1
ids,external,8080,tcp,high,malware,2,699,24207,1,1
ids,internal,25,tcp,low,normal,4,187,653,0,0
firewall,internal,23,tcp,high,port_scan,4,133,4090,1,1
firewall,internal,22,udp,low,normal,1,240,5273,0,0
ids,internal,3306,tcp,low,normal,0,91,1676,1,0
cloud,internal,5432,tcp,high,malware,0,130,46665,0,1
firewall,internal,3389,tcp,medium,normal,1,82,4160,0,0
cloud,internal,25,tcp,high,malware,2,274,4338,0,1
ids,internal,443,tcp,medium,normal,0,1223,6931,0,0
ids,internal,5432,tcp,medium,normal,3,289,1121,0,0
firewall,internal,22,udp,high,bruteforce,25,6,2114,0,1
ids,external,25,tcp,low,normal,2,83,6068,0,1
cloud,external,22,udp,low,normal,2,1099,5927,0,1
ids,internal,3389,udp,low,normal,2,118,1626,0,0
firewall,external,25,tcp,low,normal,6,117,13936,1,1
cloud,internal,80,tcp,low,normal,4,415,7740,0,0
firewall,internal,25,udp,high,port_scan,2,160,1803,1,1
ids,internal,3306,udp,medium,normal,3,224,10762,1,0
firewall,external,22,tcp,medium,normal,3,896,3144,1,1
firewall,internal,25,tcp,low,normal,6,88,6251,0,0
ids,internal,443,tcp,high,port_scan,2,655,4273,0,1
firewall,internal,53,tcp,medium,normal,1,65,13522,0,0
cloud,internal,8080,tcp,low,normal,2,350,405,0,0
cloud,external,8080,tcp,low,normal,1,901,13774,1,0
ids,external,53,tcp,high,bruteforce,17,147,6412,0,1
ids,internal,5432,tcp,medium,normal,2,476,1130,1,0
ids,external,3306,tcp,high,normal,2,65,1173,0,1
firewall,external,3306,tcp,medium,bruteforce,29,9,842,0,1
firewall,external,25,tcp,low,normal,1,81,3842,0,1
cloud,internal,3306,tcp,low,normal,1,387,6169,0,0
auth,internal,443,tcp,high,port_scan,6,420,1067,1,1
ids,external,53,tcp,high,normal,2,87,9791,1,1
auth,external,5432,tcp,high,malware,2,428,18117,0,1
ids,internal,80,tcp,high,bruteforce,14,1823,11641,0,1
ids,internal,21,tcp,high,bruteforce,32,93,1895,0,1
ids,internal,3389,tcp,low,normal,2,45,3744,0,0
ids,internal,21,tcp,medium,normal,2,117,11533,0,0
auth,internal,22,tcp,low,normal,2,297,4065,1,0
firewall,internal,5432,udp,low,normal,2,136,929,0,0
ids,internal,22,tcp,medium,port_scan,3,79,3263,1,1
cloud,internal,8080,tcp,low,normal,2,120,1284,0,0
firewall,internal,53,tcp,low,normal,5,329,275,0,0
ids,internal,22,udp,low,normal,0,379,2464,0,0
ids,internal,53,tcp,high,malware,1,786,33156,0,1
firewall,internal,3306,tcp,medium,normal,2,144,1898,0,0
cloud,internal,8080,tcp,medium,normal,3,251,4330,1,0
firewall,internal,3306,tcp,high,bruteforce,35,64,4453,1,1
cloud,external,3389,tcp,high,bruteforce,32,311,3617,0,1
firewall,external,23,tcp,high,port_scan,4,17,2110,0,1
firewall,internal,443,udp,medium,normal,4,943,4317,1,0
firewall,internal,22,udp,medium,normal,1,261,824,0,0
auth,internal,25,tcp,high,normal,4,451,9541,0,1
firewall,external,21,tcp,low,normal,3,4,2273,1,1
cloud,internal,3389,tcp,medium,normal,2,10,1905,0,0
ids,external,5432,tcp,high,bruteforce,25,399,3807,0,1
firewall,external,443,udp,high,normal,1,37,6262,0,1
firewall,external,25,tcp,low,normal,0,250,10442,0,1
auth,external,53,tcp,low,normal,1,287,4413,0,1
ids,external,22,tcp,low,normal,2,582,2014,1,1
firewall,internal,53,tcp,medium,normal,2,970,2363,0,0
firewall,external,21,tcp,low,normal,3,8,8715,0,1
auth,internal,80,tcp,low,normal,0,519,4089,0,0
auth,internal,3306,tcp,medium,normal,5,204,2323,1,0
auth,internal,3306,tcp,low,normal,1,340,2375,0,0
firewall,external,22,tcp,high,normal,2,105,6155,0,1
cloud,external,443,udp,low,normal,2,343,3511,0,1
cloud,internal,21,tcp,low,normal,4,166,3505,1,0
ids,external,22,tcp,low,normal,4,214,3283,0,1
ids,internal,3306,tcp,low,normal,3,381,1538,0,0
firewall,internal,53,tcp,high,port_scan,2,424,796,0,1
firewall,internal,443,tcp,high,bruteforce,20,396,1058,1,1
cloud,internal,443,tcp,high,normal,1,474,1149,0,1
auth,internal,80,tcp,high,port_scan,8,292,355,0,1
cloud,external,443,tcp,medium,bruteforce,24,584,13804,0,1
ids,internal,53,tcp,high,normal,4,230,2632,0,1
firewall,internal,8080,tcp,low,normal,0,355,1092,1,0
ids,internal,53,tcp,medium,normal,1,97,15275,0,0
ids,external,3389,udp,high,bruteforce,18,117,28,1,1
auth,external,5432,tcp,low,normal,3,50,19085,0,0
ids,external,21,tcp,low,normal,0,92,5421,0,1
auth,internal,25,tcp,high,port_scan,2,618,3904,0,1
auth,internal,5432,tcp,low,normal,1,830,6127,0,0
cloud,internal,80,tcp,medium,bruteforce,13,145,1624,0,1
ids,internal,22,tcp,low,normal,4,364,317,0,0
auth,external,80,tcp,medium,normal,3,468,648,0,1
cloud,internal,443,tcp,medium,bruteforce,25,1070,3044,0,1
cloud,external,21,tcp,low,normal,1,66,2080,1,1
auth,external,3389,tcp,low,normal,1,139,3964,0,0
auth,internal,22,udp,medium,normal,1,26,11626,0,0
firewall,internal,22,udp,medium,normal,3,521,5411,1,0
auth,internal,22,tcp,low,normal,3,86,7158,1,0
auth,internal,21,udp,low,normal,2,77,18131,0,0
auth,external,22,tcp,low,normal,3,72,15175,0,1
auth,internal,3389,tcp,low,normal,2,493,1817,0,0
firewall,external,80,tcp,medium,normal,0,472,1337,0,1
ids,internal,3389,udp,medium,normal,1,152,5958,0,0
firewall,internal,80,tcp,low,normal,1,58,2451,0,0
ids,external,8080,udp,high,malware,1,128,14484,0,1
firewall,internal,5432,tcp,low,normal,3,297,665,0,0
ids,internal,8080,tcp,medium,normal,0,647,2194,0,0
firewall,internal,3306,tcp,high,normal,3,492,7643,0,1
cloud,internal,25,tcp,high,bruteforce,10,209,1698,1,1
firewall,external,21,tcp,low,normal,1,230,548,1,1
ids,external,53,tcp,high,port_scan,0,131,3624,0,1
firewall,internal,3389,tcp,low,normal,3,423,6340,0,0
ids,internal,25,tcp,high,bruteforce,25,377,332,0,1
firewall,internal,21,udp,low,normal,0,504,252,0,0
firewall,internal,5432,udp,medium,normal,0,164,8859,0,0
cloud,internal,21,tcp,low,normal,4,276,8570,0,0
ids,internal,25,tcp,high,malware,4,291,2499,0,1
auth,external,8080,tcp,high,bruteforce,28,465,1080,0,1
cloud,external,8080,udp,low,normal,2,13,1311,0,0
cloud,internal,22,tcp,medium,bruteforce,26,140,6630,0,1
ids,internal,3306,tcp,low,normal,0,264,328,0,0
firewall,internal,80,udp,medium,bruteforce,18,12,14467,0,1
ids,internal,25,udp,high,port_scan,2,285,11,0,1
firewall,external,21,tcp,high,bruteforce,39,8,3126,0,1
ids,internal,80,udp,medium,normal,5,95,14979,0,0
cloud,internal,443,tcp,low,normal,1,695,5607,1,0
ids,internal,3389,tcp,medium,malware,2,242,2856,0,1
firewall,external,22,tcp,high,malware,3,135,8508,0,1
firewall,internal,25,tcp,high,malware,0,558,2529,0,1
cloud,external,53,tcp,low,normal,0,717,6507,0,1
auth,internal,3389,tcp,low,normal,2,194,20755,1,0
ids,external,8080,udp,medium,normal,2,623,2445,0,0
ids,internal,80,tcp,high,normal,1,55,12424,0,1
ids,external,3389,tcp,low,normal,1,106,4351,0,0
auth,external,21,tcp,high,normal,1,232,7760,0,1
auth,internal,8080,udp,high,bruteforce,14,170,11184,0,1
auth,internal,21,tcp,medium,malware,1,67,7515,0,1
ids,internal,25,udp,low,normal,3,1108,10905,0,0
auth,external,25,udp,low,normal,4,188,3794,0,1
auth,external,22,udp,high,port_scan,3,69,3460,0,1
cloud,external,5432,udp,high,normal,2,447,3510,1,1
firewall,external,443,udp,low,normal,2,352,572,0,1
firewall,internal,22,tcp,low,normal,6,39,565,0,0
firewall,internal,5432,udp,medium,normal,0,290,464,0,0
ids,internal,443,tcp,high,port_scan,3,319,5545,0,1
auth,internal,80,tcp,low,normal,4,613,5738,0,0
auth,internal,3306,udp,medium,normal,2,596,289,0,0
ids,external,443,udp,high,port_scan,1,720,456,0,1
ids,external,25,tcp,medium,port_scan,3,188,17290,0,1
ids,external,22,tcp,low,normal,3,396,2267,1,1
cloud,internal,8080,tcp,medium,bruteforce,15,5,9793,0,1
ids,internal,3306,udp,high,normal,1,301,269,0,1
firewall,internal,80,tcp,low,normal,2,1124,3324,0,0
ids,internal,5432,tcp,low,normal,5,427,14961,0,0
firewall,internal,25,tcp,high,normal,2,149,6471,1,1
auth,internal,25,tcp,high,port_scan,1,201,2767,0,1
cloud,internal,443,tcp,medium,port_scan,4,567,4141,0,1
ids,external,443,tcp,medium,port_scan,0,621,437,0,1
auth,internal,22,tcp,low,normal,5,271,7882,0,0
firewall,internal,3306,tcp,low,normal,1,346,6174,0,0
cloud,external,5432,tcp,low,normal,4,89,5696,0,0
ids,external,21,tcp,high,port_scan,1,74,10165,0,1
ids,internal,80,udp,high,port_scan,1,208,7355,0,1
firewall,internal,22,tcp,high,bruteforce,41,11,28528,0,1
ids,external,3389,udp,low,normal,1,970,6270,1,0
ids,internal,3389,tcp,medium,normal,2,93,3421,0,0
auth,external,80,tcp,high,bruteforce,13,153,5219,0,1
auth,internal,5432,tcp,low,normal,3,834,6787,0,0
firewall,internal,5432,tcp,medium,normal,1,193,2846,0,0
auth,internal,21,tcp,medium,malware,1,16,16689,1,1
firewall,internal,8080,tcp,medium,normal,1,807,1568,0,0
auth,external,25,tcp,low,normal,0,40,875,0,1
firewall,external,80,tcp,low,normal,3,98,17326,0,1
auth,external,443,tcp,high,malware,1,141,6075,0,1
ids,internal,443,udp,low,normal,4,180,790,0,0
ids,external,8080,tcp,low,normal,2,262,1755,0,0
firewall,external,22,tcp,medium,bruteforce,20,135,2018,0,1
firewall,internal,80,udp,low,normal,4,181,1562,1,0
auth,internal,3389,tcp,medium,normal,3,78,1354,0,0
firewall,internal,80,tcp,low,normal,1,350,1131,0,0
ids,internal,8080,udp,medium,normal,0,221,925,0,0
ids,external,21,tcp,low,normal,2,372,328,0,1
ids,internal,443,tcp,high,port_scan,1,200,839,1,1
auth,internal,53,tcp,low,normal,3,2,29,0,0
firewall,internal,25,tcp,high,normal,3,318,10049,0,1
auth,internal,21,tcp,low,normal,0,473,7707,0,0
firewall,internal,8080,tcp,medium,normal,4,37,1657,1,0
cloud,internal,53,tcp,low,normal,2,381,20,0,0
cloud,internal,5432,tcp,low,normal,0,298,3508,0,0
auth,internal,5432,tcp,low,normal,3,1020,3467,0,0
cloud,internal,53,tcp,medium,normal,4,621,2483,0,0
firewall,external,53,tcp,low,normal,0,325,908,0,1
cloud,internal,3306,tcp,high,normal,3,686,2740,1,1
cloud,internal,443,tcp,medium,port_scan,1,235,486,0,1
cloud,external,5432,udp,low,normal,4,111,2337,1,0
auth,internal,25,tcp,low,normal,1,130,5286,0,0
auth,internal,80,tcp,low,normal,2,118,1260,0,0
firewall,internal,53,tcp,low,normal,1,550,8173,0,0
ids,external,22,tcp,medium,malware,1,448,1143,0,1
firewall,internal,53,tcp,high,malware,5,706,3765,0,1
cloud,internal,3389,udp,medium,normal,0,318,3570,0,0
ids,internal,80,tcp,medium,normal,1,58,3731,0,0
firewall,internal,443,tcp,low,normal,5,54,2452,1,0
firewall,external,443,udp,low,normal,4,77,535,1,1
firewall,internal,25,tcp,high,port_scan,2,603,358,0,1
cloud,internal,22,tcp,high,bruteforce,22,388,1519,0,1
cloud,internal,80,tcp,high,port_scan,2,327,174,0,1
firewall,external,3306,tcp,medium,malware,2,244,4272,0,1
ids,external,5432,udp,medium,normal,0,27,3140,0,0
firewall,internal,80,tcp,medium,bruteforce,26,221,561,1,1
firewall,external,3389,tcp,medium,normal,6,148,6647,1,0
firewall,internal,25,tcp,medium,normal,1,42,474,1,0
ids,external,53,tcp,medium,normal,2,47,875,1,1
firewall,internal,53,tcp,low,normal,0,50,12045,0,0
firewall,external,443,tcp,medium,normal,1,126,658,0,1
auth,internal,25,tcp,medium,normal,2,51,13786,0,0
firewall,external,25,tcp,low,normal,3,136,11990,0,1
firewall,external,23,udp,high,port_scan,4,146,6806,0,1
ids,external,53,tcp,high,port_scan,3,593,6820,0,1
cloud,external,21,tcp,medium,malware,2,174,17850,0,1
firewall,internal,22,tcp,low,normal,4,37,17761,1,0
ids,internal,25,tcp,medium,port_scan,3,20,602,0,1
firewall,internal,3306,tcp,medium,bruteforce,18,269,5761,0,1
cloud,external,25,udp,medium,malware,4,796,1299,0,1
auth,external,25,tcp,low,normal,3,733,1751,0,1
auth,internal,22,udp,low,normal,6,693,1157,0,0
ids,internal,21,udp,low,normal,0,336,3538,1,0
auth,internal,443,tcp,low,normal,1,100,4411,0,0
auth,external,21,tcp,medium,normal,2,286,4530,0,1
firewall,external,5432,udp,low,normal,2,207,4178,0,0
cloud,internal,5432,tcp,medium,malware,1,42,4176,0,1
ids,external,8080,tcp,low,normal,1,60,4389,0,0
ids,external,443,tcp,low,normal,3,186,2028,0,1
cloud,internal,21,tcp,low,normal,4,197,1382,1,0
auth,internal,5432,tcp,low,normal,2,89,874,0,0
ids,internal,443,udp,medium,bruteforce,40,1338,1434,0,1
firewall,internal,21,tcp,low,normal,4,157,2555,0,0
cloud,external,22,tcp,low,normal,2,176,1420,0,1
ids,internal,80,tcp,medium,malware,2,48,32133,0,1
ids,internal,80,tcp,low,normal,3,202,267,0,0
ids,internal,8080,tcp,medium,bruteforce,17,714,103,0,1
cloud,internal,53,tcp,low,normal,2,268,3626,1,0
cloud,external,21,tcp,low,normal,0,52,3275,0,1
firewall,internal,3389,tcp,medium,normal,1,243,15207,1,0
firewall,external,25,tcp,high,bruteforce,29,184,6028,0,1
firewall,internal,25,tcp,high,bruteforce,29,99,26,0,1
ids,internal,8080,tcp,low,normal,1,1152,7128,1,0
cloud,external,25,tcp,low,normal,1,54,11659,0,1
ids,internal,21,tcp,low,normal,1,641,4013,1,0
firewall,internal,5432,tcp,low,normal,0,94,6238,1,0
auth,external,3306,tcp,high,bruteforce,20,745,1048,0,1
ids,internal,53,tcp,high,port_scan,3,323,11350,0,1
firewall,internal,21,tcp,high,bruteforce,17,1107,1479,1,1
firewall,internal,8080,tcp,medium,normal,4,36,5995,0,0
auth,external,80,tcp,low,normal,2,9,5268,1,1
ids,internal,53,udp,high,port_scan,3,319,10185,1,1
ids,internal,5432,tcp,low,normal,0,182,2718,1,0
firewall,external,53,udp,low,normal,2,162,1845,0,1
cloud,internal,5432,udp,low,normal,2,55,7152,0,0
ids,external,80,udp,low,normal,2,273,3553,0,1
cloud,internal,5432,udp,medium,bruteforce,36,386,2470,1,1
auth,internal,80,tcp,medium,malware,1,607,9171,0,1
cloud,internal,22,udp,high,malware,5,67,300,0,1
ids,internal,80,tcp,high,normal,1,49,1387,0,1
firewall,internal,3389,tcp,low,normal,1,16,3408,0,0
ids,internal,8080,tcp,low,normal,5,210,10204,0,0
firewall,internal,8080,udp,high,malware,2,565,6558,1,1
cloud,internal,21,tcp,medium,normal,2,88,6595,1,0
ids,external,5432,tcp,medium,normal,0,655,16433,1,0
firewall,internal,23,tcp,high,port_scan,3,395,13874,0,1
ids,internal,53,tcp,medium,port_scan,1,350,11829,0,1
auth,external,25,tcp,medium,malware,5,50,21591,0,1
ids,external,8080,tcp,low,normal,3,106,3296,1,0
ids,external,443,tcp,medium,normal,5,845,3875,1,1
firewall,external,80,udp,medium,normal,1,295,527,0,1
auth,external,3306,udp,high,normal,2,500,5177,0,1
ids,external,443,udp,low,normal,2,128,969,1,1
ids,external,443,udp,low,normal,4,676,4940,1,1
ids,internal,22,udp,medium,malware,1,300,35559,0,1
cloud,external,3306,tcp,low,normal,1,380,1705,0,0
firewall,internal,21,tcp,high,normal,3,558,3711,0,1
auth,internal,22,tcp,high,bruteforce,19,400,10083,0,1
auth,internal,3389,tcp,high,malware,1,88,3051,1,1
ids,internal,80,tcp,low,normal,4,567,1797,0,0
firewall,internal,443,tcp,medium,normal,2,209,3631,0,0
ids,internal,53,tcp,high,normal,2,456,3688,0,1
firewall,internal,8080,tcp,medium,normal,0,328,1198,1,0
firewall,internal,3389,udp,medium,normal,0,358,1287,0,0
firewall,external,22,tcp,low,normal,1,123,1091,1,1
ids,internal,443,tcp,low,normal,6,249,2060,0,0
ids,internal,80,tcp,high,port_scan,1,161,5228,0,1
auth,internal,8080,tcp,medium,normal,2,335,1125,0,0
auth,external,443,tcp,medium,bruteforce,29,57,3277,1,1
ids,external,443,tcp,low,normal,3,249,18027,1,1
ids,external,80,tcp,medium,malware,4,17,8133,0,1
cloud,internal,8080,tcp,low,normal,1,36,1244,1,0
auth,internal,443,tcp,medium,malware,1,244,23157,0,1
cloud,external,3389,tcp,low,normal,0,116,2824,1,0
ids,internal,3306,tcp,medium,normal,3,523,18655,0,0
firewall,internal,443,tcp,medium,normal,3,20,9155,0,0
ids,internal,443,udp,low,normal,2,161,12725,0,0
auth,external,3306,udp,high,bruteforce,26,285,3289,0,1
ids,internal,443,tcp,low,normal,0,662,2574,0,0
ids,external,3389,udp,medium,normal,2,226,4552,1,0
ids,internal,53,tcp,low,normal,1,135,500,0,0
auth,external,80,tcp,low,normal,4,1189,645,1,1
firewall,internal,8080,tcp,high,malware,4,18,1740,0,1
auth,internal,5432,tcp,high,normal,2,238,8689,0,1
cloud,external,5432,tcp,low,normal,0,21,1611,0,0
auth,internal,80,udp,medium,bruteforce,16,236,1056,0,1
firewall,external,53,tcp,low,normal,3,59,24065,0,1
cloud,external,21,tcp,medium,port_scan,3,586,7401,0,1
firewall,internal,80,tcp,medium,malware,3,356,4038,1,1
ids,internal,21,tcp,medium,normal,1,318,201,0,0
cloud,external,53,tcp,high,port_scan,2,720,2591,1,1
ids,external,8080,tcp,low,normal,1,186,5086,1,0
firewall,external,8080,tcp,medium,normal,2,22,3737,0,0
firewall,internal,3389,tcp,medium,normal,0,42,1741,1,0
firewall,external,21,tcp,high,port_scan,2,204,5324,0,1
firewall,internal,3306,udp,low,normal,2,535,1598,0,0
ids,internal,53,tcp,high,bruteforce,24,142,18545,0,1
firewall,internal,53,tcp,medium,port_scan,2,107,8735,0,1
auth,external,22,tcp,high,normal,1,53,1383,0,1
ids,internal,22,tcp,low,normal,1,59,23251,0,0
firewall,internal,25,tcp,low,normal,2,668,1447,1,0
ids,internal,443,tcp,high,normal,6,170,2392,0,1
cloud,internal,5432,tcp,low,normal,1,476,8242,0,0
auth,external,22,tcp,high,port_scan,3,27,1429,1,1
cloud,internal,80,tcp,medium,normal,4,166,3406,0,0
ids,internal,21,tcp,medium,port_scan,0,249,1903,1,1
ids,external,80,tcp,medium,port_scan,4,56,1041,0,1
ids,external,5432,udp,medium,normal,2,690,1387,0,0
ids,external,8080,tcp,medium,normal,3,297,5124,0,0
firewall,external,3306,udp,low,normal,4,66,12032,0,0
cloud,internal,3389,tcp,medium,normal,5,157,2770,0,0
firewall,internal,443,tcp,high,bruteforce,44,579,10185,1,1
cloud,external,25,tcp,high,port_scan,2,16,10088,1,1
ids,internal,21,tcp,low,normal,4,1124,176,0,0
cloud,external,21,udp,medium,normal,2,36,3611,0,1
ids,external,443,tcp,low,normal,3,315,7114,0,1
cloud,external,3306,udp,low,normal,4,176,645,1,0
ids,external,3306,tcp,medium,normal,2,72,4607,0,0
cloud,internal,3306,tcp,high,bruteforce,40,70,3079,0,1
ids,external,25,tcp,low,normal,1,200,4383,1,1
firewall,external,25,tcp,low,normal,5,36,10553,0,1
firewall,external,21,udp,high,port_scan,1,31,2995,0,1
firewall,internal,80,tcp,medium,normal,0,53,1420,0,0
auth,internal,25,tcp,high,normal,0,11,3335,0,1
cloud,internal,3389,tcp,medium,bruteforce,27,400,2869,1,1
auth,external,443,tcp,low,normal,1,261,18094,1,1
auth,internal,5432,tcp,low,normal,2,206,1366,1,0
ids,internal,25,tcp,low,normal,2,630,481,0,0
auth,internal,443,udp,medium,normal,1,228,108,0,0
firewall,external,5432,tcp,medium,malware,1,225,5085,0,1
cloud,internal,3306,tcp,high,bruteforce,15,576,15856,0,1
firewall,external,53,tcp,medium,port_scan,5,122,3154,0,1
auth,external,21,tcp,high,port_scan,5,129,9,1,1
ids,internal,5432,tcp,low,normal,2,140,4110,0,0
ids,internal,80,udp,low,normal,1,608,8622,1,0
firewall,external,443,tcp,medium,normal,1,60,881,0,1
firewall,external,21,udp,high,normal,4,385,8271,0,1
ids,external,443,tcp,medium,normal,3,57,8999,0,1
ids,external,22,tcp,medium,normal,1,32,1299,0,1
cloud,internal,5432,udp,low,normal,2,392,4239,0,0
ids,internal,3389,tcp,high,bruteforce,19,148,1,0,1
cloud,internal,443,tcp,high,port_scan,2,77,1099,0,1
ids,external,21,tcp,low,normal,1,382,10504,0,1
ids,internal,53,udp,low,normal,1,9,2192,0,0
firewall,internal,21,udp,high,port_scan,2,212,1345,0,1
firewall,external,5432,tcp,low,normal,3,129,2517,1,0
firewall,external,22,udp,high,normal,3,11,6666,0,1
firewall,internal,22,udp,high,normal,1,179,6686,1,1
ids,external,80,tcp,low,normal,1,88,339,0,1
auth,internal,443,tcp,medium,normal,3,10,3188,1,0
firewall,internal,25,tcp,low,normal,5,166,10895,0,0
firewall,internal,80,tcp,high,normal,6,697,8156,0,1
cloud,external,21,tcp,low,normal,3,72,599,0,1
auth,external,8080,udp,medium,normal,2,80,12734,0,0
firewall,internal,25,tcp,medium,port_scan,1,246,11878,0,1
cloud,internal,80,tcp,high,port_scan,0,42,7722,1,1
cloud,external,3306,tcp,low,normal,3,108,471,1,0
firewall,internal,53,tcp,low,normal,2,82,4304,0,0
ids,external,5432,tcp,low,normal,2,284,3874,0,0
cloud,external,25,udp,medium,bruteforce,25,891,2391,0,1
ids,internal,80,tcp,high,bruteforce,19,33,9674,0,1
ids,external,443,udp,medium,malware,2,279,11259,1,1
firewall,internal,5432,tcp,low,normal,3,771,8385,0,0
auth,external,22,tcp,low,normal,1,273,2335,0,1
cloud,internal,3389,tcp,medium,normal,1,192,446,0,0
auth,internal,53,tcp,high,malware,2,38,12213,0,1
cloud,internal,3306,tcp,medium,bruteforce,18,110,467,0,1
ids,internal,21,tcp,high,normal,3,233,3164,0,1
ids,internal,21,tcp,medium,normal,0,769,7712,0,0
auth,internal,5432,tcp,high,bruteforce,21,196,779,0,1
cloud,internal,21,tcp,high,normal,2,147,24,0,1
firewall,internal,5432,tcp,low,normal,2,330,524,0,0
ids,external,5432,tcp,medium,normal,1,528,2299,0,0
ids,internal,443,tcp,high,port_scan,3,224,595,1,1
ids,external,21,tcp,medium,normal,0,67,1273,0,1
firewall,internal,21,tcp,high,port_scan,3,61,785,0,1
ids,internal,5432,udp,medium,normal,0,533,9421,0,0
cloud,external,22,tcp,low,normal,2,1391,4466,1,1
firewall,internal,53,udp,high,normal,2,57,738,0,1
auth,internal,443,tcp,high,bruteforce,25,354,7869,1,1
ids,external,443,udp,low,normal,4,70,628,0,1
ids,internal,25,tcp,high,malware,1,122,19254,0,1
firewall,internal,3306,udp,high,malware,1,33,5400,0,1
cloud,external,80,tcp,high,bruteforce,26,595,674,0,1
firewall,internal,3306,tcp,low,normal,4,428,8960,1,0
cloud,internal,21,tcp,high,bruteforce,20,649,5906,1,1
cloud,internal,25,tcp,low,normal,1,282,7855,0,0
ids,internal,3389,tcp,medium,normal,1,228,141,0,0
ids,internal,80,tcp,low,normal,2,57,4180,1,0
auth,external,3306,tcp,medium,normal,3,244,5338,1,0
firewall,internal,21,udp,high,malware,1,101,288,1,1
ids,internal,3306,tcp,low,normal,1,101,7420,1,0
firewall,internal,8080,udp,medium,normal,3,761,2001,0,0
firewall,internal,80,tcp,medium,normal,2,34,2707,0,0
cloud,internal,22,tcp,low,normal,1,95,8846,1,0
ids,internal,5432,udp,high,bruteforce,28,279,752,0,1
ids,external,22,udp,low,normal,2,567,8245,0,1
firewall,external,3389,tcp,high,bruteforce,30,675,594,0,1
auth,internal,21,udp,medium,normal,0,390,1568,1,0
auth,internal,22,tcp,low,normal,5,167,440,0,0
cloud,external,25,tcp,low,normal,0,1103,7253,0,1
auth,external,21,tcp,high,bruteforce,35,169,647,0,1
firewall,internal,25,tcp,low,normal,3,12,1412,1,0
ids,internal,3306,udp,low,normal,4,466,3088,1,0
firewall,internal,3306,tcp,low,normal,1,61,315,0,0
auth,internal,22,udp,medium,port_scan,2,78,4075,0,1
cloud,internal,443,tcp,high,normal,3,193,1050,0,1
cloud,external,25,tcp,medium,port_scan,3,593,2740,1,1
auth,internal,443,tcp,low,normal,1,317,4393,1,0
firewall,internal,25,tcp,low,normal,2,577,10005,0,0
ids,external,8080,tcp,low,normal,3,292,5522,1,0
ids,internal,80,tcp,low,normal,3,36,17520,1,0
ids,internal,21,udp,low,normal,3,17,220,0,0
ids,external,80,tcp,low,normal,1,467,3501,0,1
firewall,internal,25,tcp,high,bruteforce,35,435,1278,0,1
firewall,external,21,tcp,medium,normal,3,574,6994,0,1
auth,internal,53,tcp,high,port_scan,0,109,15556,1,1
firewall,internal,5432,udp,low,normal,2,377,2375,0,0
firewall,external,8080,tcp,high,bruteforce,11,56,3936,0,1
firewall,internal,3306,tcp,low,normal,1,435,2135,0,0
ids,external,25,tcp,low,normal,3,60,4240,0,1
cloud,internal,5432,tcp,low,normal,3,194,8914,0,0
ids,internal,53,udp,high,bruteforce,27,963,9802,0,1
cloud,external,3389,tcp,low,normal,3,85,12392,0,0
firewall,external,3389,tcp,medium,normal,0,264,5244,1,0
firewall,external,21,udp,high,normal,0,478,3947,0,1
ids,internal,22,udp,high,normal,2,237,900,1,1
ids,external,25,tcp,low,normal,1,19,425,1,1
firewall,internal,21,tcp,low,normal,1,103,6068,0,0
auth,external,8080,tcp,high,normal,3,716,25,1,1
ids,internal,80,tcp,low,normal,6,69,608,1,0
firewall,internal,3306,tcp,medium,normal,1,515,930,1,0
ids,internal,3389,tcp,high,bruteforce,20,251,1053,0,1
firewall,internal,22,tcp,high,normal,4,242,9901,0,1
cloud,external,443,udp,high,normal,1,1003,7719,0,1
cloud,internal,53,tcp,low,normal,2,76,7279,1,0
firewall,external,5432,udp,low,normal,1,545,1745,0,0
ids,internal,22,tcp,high,normal,2,12,13932,0,1
ids,internal,21,tcp,medium,malware,2,407,7173,1,1
cloud,internal,22,tcp,low,normal,2,119,4046,1,0
ids,external,5432,tcp,low,normal,4,107,1466,0,0
cloud,external,80,tcp,low,normal,0,593,2692,0,1
firewall,internal,80,tcp,high,normal,3,70,759,1,1
cloud,internal,53,tcp,low,normal,2,79,219,1,0
firewall,internal,22,tcp,low,normal,0,23,1564,0,0
firewall,external,22,tcp,high,normal,2,81,4284,1,1
auth,external,3389,udp,low,normal,4,243,2009,0,0
cloud,internal,5432,tcp,low,normal,1,1330,481,1,0
cloud,internal,3306,udp,medium,normal,2,29,1949,0,0
auth,external,3389,tcp,medium,normal,0,18,420,0,0
auth,internal,80,udp,medium,port_scan,3,139,1855,0,1
firewall,external,53,udp,low,normal,2,28,2461,0,1
